source_name,sport_or_league,date,event_id,event_name,status,score,tournament,source_url,likely_womens,raw_note
ESPN public scoreboard,WNBA,2026-06-04,401856961,Atlanta Dream at Indiana Fever,Final,Fever 83 - Dream 71,WNBA,https://www.espn.com/basketball/game/_/gameId/401856961,Yes,Structured ESPN scoreboard response.
ESPN public scoreboard,WNBA,2026-06-04,401856962,Golden State Valkyries at Minnesota Lynx,Final,Lynx 87 - Valkyries 84,WNBA,https://www.espn.com/basketball/game/_/gameId/401856962,Yes,Structured ESPN scoreboard response.
ESPN public scoreboard,WNBA,2026-06-05,401856963,Connecticut Sun at Chicago Sky,6:02 - 4th Quarter,Sky 69 - Sun 68,WNBA,https://www.espn.com/basketball/game/_/gameId/401856963,Yes,Structured ESPN scoreboard response.
ESPN public scoreboard,WNBA,2026-06-05,401856964,Dallas Wings at Los Angeles Sparks,"Fri, June 5th at 10:00 PM EDT",Sparks 0 - Wings 0,WNBA,https://www.espn.com/basketball/game/_/gameId/401856964,Yes,Structured ESPN scoreboard response.
ESPN public scoreboard,WNBA,2026-06-05,401856965,Phoenix Mercury at Portland Fire,"Fri, June 5th at 10:00 PM EDT",Fire 0 - Mercury 0,WNBA,https://www.espn.com/basketball/game/_/gameId/401856965,Yes,Structured ESPN scoreboard response.
ESPN public scoreboard,WNBA,2026-06-06,401856966,Seattle Storm at Minnesota Lynx,"Sat, June 6th at 1:00 PM EDT",Lynx 0 - Storm 0,WNBA,https://www.espn.com/basketball/game/_/gameId/401856966,Yes,Structured ESPN scoreboard response.
ESPN public scoreboard,WNBA,2026-06-06,401856967,Golden State Valkyries at Las Vegas Aces,"Sat, June 6th at 3:00 PM EDT",Aces 0 - Valkyries 0,WNBA,https://www.espn.com/basketball/game/_/gameId/401856967,Yes,Structured ESPN scoreboard response.
ESPN public scoreboard,WNBA,2026-06-06,401856968,Washington Mystics at Atlanta Dream,"Sat, June 6th at 6:00 PM EDT",Dream 0 - Mystics 0,WNBA,https://www.espn.com/basketball/game/_/gameId/401856968,Yes,Structured ESPN scoreboard response.
ESPN public scoreboard,WNBA,2026-06-06,401856969,Indiana Fever at New York Liberty,"Sat, June 6th at 8:00 PM EDT",Liberty 0 - Fever 0,WNBA,https://www.espn.com/basketball/game/_/gameId/401856969,Yes,Structured ESPN scoreboard response.
ESPN public scoreboard,WNBA,2026-06-07,401856970,Chicago Sky at Toronto Tempo,"Sun, June 7th at 3:00 PM EDT",Tempo 0 - Sky 0,WNBA,https://www.espn.com/basketball/game/_/gameId/401856970,Yes,Structured ESPN scoreboard response.
ESPN public scoreboard,WNBA,2026-06-07,401856971,Portland Fire at Los Angeles Sparks,"Sun, June 7th at 7:00 PM EDT",Sparks 0 - Fire 0,WNBA,https://www.espn.com/basketball/game/_/gameId/401856971,Yes,Structured ESPN scoreboard response.
NCAA API / ncaa.com-derived,DI Softball,2026-06-04,,"{'gameID': '6599933', 'away': {'score': '4', 'names': {'char6': 'TEXAS', 'short': 'Texas', 'seo': 'texas', 'full': ''}, 'winner': True, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas Texas Tech', 'url': '/game/6599933', 'network': 'ESPN', 'home': {'score': '1', 'names': {'char6': 'TXTECH', 'short': 'Texas Tech', 'seo': 'texas-tech', 'full': ''}, 'winner': False, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'big-12'}]}, 'liveVideoEnabled': True, 'startTime': '8:00 PM ET', 'startTimeEpoch': '1780617600', 'gameState': 'final', 'startDate': '06/04/2026', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 4012, 'bracketRound': 4, 'championshipId': 6410, 'championshipGame': {'round': {'roundNumber': 4, 'title': 'World Series Finals', 'subtitle': ''}}}",,,DI Softball,https://ncaa-api.henrygd.me/scoreboard/softball/d1/2026-06-04,No,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Softball,2026-06-04,,"{'gameID': '6599933', 'away': {'score': '4', 'names': {'char6': 'TEXAS', 'short': 'Texas', 'seo': 'texas', 'full': ''}, 'winner': True, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas Texas Tech', 'url': '/game/6599933', 'network': 'ESPN', 'home': {'score': '1', 'names': {'char6': 'TXTECH', 'short': 'Texas Tech', 'seo': 'texas-tech', 'full': ''}, 'winner': False, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'big-12'}]}, 'liveVideoEnabled': True, 'startTime': '8:00 PM ET', 'startTimeEpoch': '1780617600', 'gameState': 'final', 'startDate': '06/04/2026', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 4012, 'bracketRound': 4, 'championshipId': 6410, 'championshipGame': {'round': {'roundNumber': 4, 'title': 'World Series Finals', 'subtitle': ''}}}",,,DI Softball,https://ncaa-api.henrygd.me/scoreboard/softball/d1/20260604,No,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Softball,2026-06-05,,"{'gameID': '6599933', 'away': {'score': '4', 'names': {'char6': 'TEXAS', 'short': 'Texas', 'seo': 'texas', 'full': ''}, 'winner': True, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas Texas Tech', 'url': '/game/6599933', 'network': 'ESPN', 'home': {'score': '1', 'names': {'char6': 'TXTECH', 'short': 'Texas Tech', 'seo': 'texas-tech', 'full': ''}, 'winner': False, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'big-12'}]}, 'liveVideoEnabled': True, 'startTime': '8:00 PM ET', 'startTimeEpoch': '1780617600', 'gameState': 'final', 'startDate': '06/04/2026', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 4012, 'bracketRound': 4, 'championshipId': 6410, 'championshipGame': {'round': {'roundNumber': 4, 'title': 'World Series Finals', 'subtitle': ''}}}",,,DI Softball,https://ncaa-api.henrygd.me/scoreboard/softball/d1/2026-06-05,No,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Softball,2026-06-05,,"{'gameID': '6599933', 'away': {'score': '4', 'names': {'char6': 'TEXAS', 'short': 'Texas', 'seo': 'texas', 'full': ''}, 'winner': True, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas Texas Tech', 'url': '/game/6599933', 'network': 'ESPN', 'home': {'score': '1', 'names': {'char6': 'TXTECH', 'short': 'Texas Tech', 'seo': 'texas-tech', 'full': ''}, 'winner': False, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'big-12'}]}, 'liveVideoEnabled': True, 'startTime': '8:00 PM ET', 'startTimeEpoch': '1780617600', 'gameState': 'final', 'startDate': '06/04/2026', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 4012, 'bracketRound': 4, 'championshipId': 6410, 'championshipGame': {'round': {'roundNumber': 4, 'title': 'World Series Finals', 'subtitle': ''}}}",,,DI Softball,https://ncaa-api.henrygd.me/scoreboard/softball/d1/20260605,No,Candidate NCAA API endpoint.
NCAA API / ncaa.com-derived,DI Softball,2026-06-06,,"{'gameID': '6599933', 'away': {'score': '4', 'names': {'char6': 'TEXAS', 'short': 'Texas', 'seo': 'texas', 'full': ''}, 'winner': True, 'seed': '1', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'sec'}]}, 'finalMessage': 'FINAL', 'title': 'Texas Texas Tech', 'url': '/game/6599933', 'network': 'ESPN', 'home': {'score': '1', 'names': {'char6': 'TXTECH', 'short': 'Texas Tech', 'seo': 'texas-tech', 'full': ''}, 'winner': False, 'seed': '3', 'description': '', 'rank': '', 'conferences': [{'conferenceName': '', 'conferenceSeo': 'big-12'}]}, 'liveVideoEnabled': True, 'startTime': '8:00 PM ET', 'startTimeEpoch': '1780617600', 'gameState': 'final', 'startDate': '06/04/2026', 'currentPeriod': 'FINAL', 'contestClock': '0:00', 'bracketId': 4012, 'bracketRound': 4, 'championshipId': 6410, 'championshipGame': {'round': {'roundNumber': 4, 'title': 'World Series Finals', 'subtitle': ''}}}",,,DI Softball,https://ncaa-api.henrygd.me/scoreboard/softball/d1/2026-06-06,No,Candidate NCAA API endpoint.
